1404836794 12.782268 1
1404837751 11.452997 1
1404842594 130.412989 0
1404842987 13.347452 1
1404843366 283.816505 0
1404997848 78.494246 1
1405004503 9.523224 1
1405005313 10.573441 1
1405009066 16.632575 1
1405018230 10.974445 1
1405062436 10.612770 1
1405069368 1.006875 0
1405069369 8.976522 1
1405076506 1.627439 0
1405076508 8.946651 1
1405094085 0.406039 0
1405094085 12.463037 1
1405098110 30.766478 1
1405254762 2.072216 0
1405254764 7.975724 1
1405328803 9.181920 1
1405335563 14.166267 1
1405335902 1.404217 0
1405335904 11.975983 1
1405342899 10.558155 1
1405343636 14.450584 1
1405345492 0.994206 0
1405345493 9.960076 1
1405348759 15.371927 1
1405349635 14.145462 1
1405354493 11.576751 1
1405420919 15.040940 1
1405424089 1.731222 0
1405424091 9.930047 1
1405429328 1.070345 0
1405429329 8.957857 1
1405432773 14.100739 1
1405436502 11.504761 1
1405439378 19.389701 1
1405443927 1.686266 0
1405443928 8.491285 1
1405445013 0.433668 0
1405452097 1.560823 0
1405452099 11.457063 1
1405454713 9.625989 1
1405508590 0.842759 0
1405508591 10.482349 1
1405515715 10.272928 1
1405522959 1.526032 0
1405522961 11.948110 1
1405527589 14.250290 1
1405532220 2.084317 0
1405532222 9.488662 1
1405537442 1.217990 0
1405537443 10.452303 1
1405544510 0.967428 0
1405544511 9.953428 1
1405555530 10.097505 1
1405587896 9.823640 1
1405609308 1.650635 0
1405609310 8.420459 1
1405610540 8.607248 1
1405681342 9.234147 1
1405692248 1.824216 0
1405692250 10.451133 1
1405940521 10.050247 1
1405946086 12.546488 1
1405951933 12.789217 1
1405959752 12.273473 1
1406033540 16.367608 1
1406034455 12.055606 1
1406044018 12.171489 1
1407404555 12.644019 1
1407587427 13.388637 1
1407591638 16.282460 1
1407772636 14.730318 1
1407774102 6.945019 0
1407774109 6.955248 0
1407774116 6.964484 0
1407774123 6.853238 0
1407774130 6.968731 0
1407780009 6.941693 0
1407780016 6.858415 0
1407780023 6.947801 0
1407780030 6.944333 0
1407780037 6.972296 0
1407958561 6.984477 0
1407958568 6.993617 0
1407958575 7.001211 0
1407958582 6.997635 0
1407958589 6.978780 0
1407959586 6.974277 0
1407959593 6.983863 0
1407959600 7.005826 0
1407959607 7.006190 0
1407959615 6.895843 0
1407983340 271.663736 0
1407983612 271.568275 0
1407983883 271.079475 0
1407984154 271.662426 0
1407984426 271.188574 0
1408033546 7.005839 0
1408033553 6.906047 0
1408033560 6.975105 0
1408033567 6.991399 0
1408033574 7.001789 0
1408036606 7.015298 0
1408036613 6.901857 0
1408036620 7.010120 0
1408036627 6.936945 0
1408036634 6.985382 0
1408046687 286.014260 0
1408046974 285.832415 0
1408047259 285.861398 0
1408047545 285.580470 0
1408047831 286.166096 0
1408105776 6.864319 0
1408105783 6.959785 0
1408105790 6.972199 0
1408105797 6.945876 0
1408105804 6.904496 0
1408106202 6.958113 0
1408106209 6.849489 0
1408106216 6.948418 0
1408106223 6.895564 0
1408106230 7.055209 0
1408109433 6.891664 0
1408109440 6.949643 0
1408109447 6.891043 0
1408109454 7.051651 0
1408109461 6.856658 0
1408110783 6.947241 0
1408110790 6.947258 0
1408110797 6.960067 0
1408110804 6.846513 0
1408110811 7.050693 0
1408468880 40.805805 1
1408549999 6.936499 0
1408550006 6.945145 0
1408550013 6.941552 0
1408550020 6.948812 0
1408550027 89.292712 1
1408564696 6.846153 0
1408564703 6.938430 0
1408564710 6.839179 0
1408564717 6.899467 0
1408564724 6.978069 0
1408565427 6.951658 0
1408565434 6.960611 0
1408565441 6.925291 0
1408565448 6.833338 0
1408565455 7.029447 0
1408635945 6.945985 0
1408635952 6.826565 0
1408635959 7.133355 0
1408635966 6.755810 0
1408635973 6.959080 0
1408660158 7.035650 0
1408660166 6.832606 0
1408660172 6.941187 0
1408660179 6.940066 0
1408660186 6.885027 0
1408662961 6.848262 0
1408662968 6.976924 0
1408662975 6.921682 0
1408662982 6.955318 0
1408662989 6.898460 0
1408664008 6.946737 0
1408664015 7.057136 0
1408664022 6.943254 0
1408664029 6.840129 0
1408664036 6.960696 0
1408894591 12.331827 1
1408975245 6.939540 0
1408975252 6.917667 0
1408975259 6.847983 0
1408975266 7.035055 0
1408975273 6.814577 0
1409082858 13.946180 1
1409088972 33.588703 1
1409100149 16.049110 1
1409153579 6.855601 0
1409153586 6.925622 0
1409153593 7.050057 0
1409153600 6.855903 0
1409153607 7.037849 0
1409183690 272.797318 0
1409183963 272.320863 0
1409184235 272.169586 0
1409184507 317.356141 0
1409188100 6.927176 0
1409188107 7.012687 0
1409188114 6.893571 0
1409188121 7.032996 0
1409188128 6.885364 0
1409325468 13.945374 1
1409388171 6.842313 0
1409388178 6.950299 0
1409388185 6.930719 0
1409388192 6.963859 0
1409388199 6.944797 0
1409930681 17.468946 1
1410197223 6.942099 0
1410197230 6.917233 0
1410197237 6.948589 0
1410197244 7.036700 0
1410197251 6.845711 0
1410565181 14.929724 1
