1404837187 8.649194 1
1404837996 7.516578 1
1404840982 9.625835 1
1404841329 10.462339 1
1404841591 10.367696 1
1404844083 9.949418 1
1404844916 5.920611 1
1404990532 6.610845 1
1404998102 5.434065 1
1404998447 5.946021 1
1405004718 5.490159 1
1405005055 5.457246 1
1405005506 5.486624 1
1405005822 6.495864 1
1405009239 5.975805 1
1405010067 6.459965 1
1405028315 5.467787 1
1405062636 5.467385 1
1405062948 7.462327 1
1405069532 5.448231 1
1405076657 6.464235 1
1405076975 5.484375 1
1405094230 5.431704 1
1405094561 6.930663 1
1405095941 7.449964 1
1405098366 5.449324 1
1405254931 5.458656 1
1405255263 7.451855 1
1405329034 5.459377 1
1405329352 6.895771 1
1405335680 4.938199 1
1405336060 6.454710 1
1405336384 6.918535 1
1405343061 5.402151 1
1405345284 6.526213 1
1405345654 5.432193 1
1405345977 8.402302 1
1405349402 4.980523 1
1405354342 5.469113 1
1405354668 5.964111 1
1405354994 30.389433 1
1405422948 4.990236 1
1405424246 5.420437 1
1405424551 5.435848 1
1405429502 7.435956 1
1405432940 5.433782 1
1405436654 5.414390 1
1405436970 5.458949 1
1405439593 5.994812 1
1405444127 5.986594 1
1405444459 9.981232 1
1405445125 4.116653 0
1405452287 5.465653 1
1405452602 5.453837 1
1405454908 5.961051 1
1405455221 6.484519 1
1405508787 5.468257 1
1405509107 6.924724 1
1405515893 5.449526 1
1405523124 5.484218 1
1405523440 7.447319 1
1405532044 14.476881 1
1405532360 5.954137 1
1405532661 5.469823 1
1405537579 14.521440 1
1405537919 5.488019 1
1405544699 8.451317 1
1405555676 6.944959 1
1405555997 7.932751 1
1405587745 5.455342 1
1405588074 5.460366 1
1405609442 5.467272 1
1405609753 4.954458 1
1405610675 5.482725 1
1405610982 5.949952 1
1405681491 5.945289 1
1405681798 6.954651 1
1405692424 11.465562 1
1405692752 8.976066 1
1405791484 4.017684 1
1405933296 6.410725 1
1405940707 6.921406 1
1405941026 5.859208 1
1405946388 7.510750 1
1405961367 5.953161 1
1406046452 6.542846 1
1407416689 6.518325 1
1407418502 4.979289 1
1407421830 13.728747 1
1407423570 6.125701 1
1407424102 5.819726 1
1407427426 6.024009 1
1407428091 6.130964 1
1407483918 8.014979 1
1407484522 6.333921 1
1407485721 5.982984 1
1407486315 6.335011 1
1407487057 6.750470 1
1407487560 6.140136 1
1407488095 5.833146 1
1407488817 6.124192 1
1407490660 6.544207 1
1407497785 6.008499 1
1407498309 5.820963 1
1407498898 8.226206 1
1407499524 6.524960 1
1407500677 6.130418 1
1407501086 6.119049 1
1407501532 6.533486 1
1407501793 6.525311 1
1407502590 5.829715 1
1407503147 6.051661 1
1407504183 6.121418 1
1407504579 6.526591 1
1407505012 7.824644 1
1407505381 11.521354 1
1407506143 6.010674 1
1407506719 7.915735 1
1407531316 6.382067 1
1407531937 6.008782 1
1407532989 6.118474 1
1407533377 6.313283 1
1407534136 6.019453 1
1407534382 6.417944 1
1407534916 6.125835 1
1407586531 6.118069 1
1407587640 6.343744 1
1407592066 6.619543 1
1407600965 6.226238 1
1407601517 6.221708 1
1407602117 6.422481 1
1407602715 8.224304 1
1407603326 7.011142 1
1407603919 6.113791 1
1407605000 7.730022 1
1407606475 6.431901 1
1407607148 6.532452 1
1407607599 6.341966 1
1407608225 6.322251 1
1407608674 6.427105 1
1407610614 6.325846 1
1407611072 6.576173 1
1407611485 6.246214 1
1407611931 6.132960 1
1407613278 6.127102 1
1407615038 6.313079 1
1407615788 6.223461 1
1407616631 6.759170 1
1407624363 6.422635 1
1407677711 6.240271 1
1407678331 9.642432 1
1407678931 6.247822 1
1407679527 6.551929 1
1407680599 5.942615 1
1407681062 6.023648 1
1407681533 8.847569 1
1407682058 6.448691 1
1407696570 6.159264 1
1407696837 6.055452 1
1407697277 6.545639 1
1407697676 6.397587 1
1407698392 9.020664 0
1407698401 14.255384 1
1407699082 10.348910 1
1407699526 8.336789 1
1407761223 10.245750 0
1407761233 5.967296 1
1407762519 12.731194 1
1407763777 5.944213 1
1407764284 14.049071 1
1407765972 12.131306 1
1407767235 11.334512 1
1407769270 8.274327 1
1407770032 7.351300 1
1407770855 11.265775 1
1407772082 10.859945 0
1407772092 10.208575 1
1407772803 6.435431 1
